"","pKey","itemNum","Correct","Task","OptionChosen"
"1665",212,13,0,"DV","Answer2"
"1666",212,2,0,"DV","Answer1"
"1667",212,19,0,"DV","Answer1"
"1668",212,5,1,"DV","Answer3"
"1669",212,11,0,"DV","Answer4"
"1670",212,15,0,"DV","Answer1"
"1671",212,6,0,"DV","Answer4"
"1672",212,20,0,"DV","Answer1"
"1673",212,1,1,"DV","Answer4"
"1674",212,10,1,"DV","Answer2"
"1675",212,7,0,"DV","Answer1"
"1676",212,18,1,"DV","Answer3"
"1677",212,3,1,"DV","Answer4"
"1678",212,4,1,"DV","Answer2"
"1679",212,8,1,"DV","Answer2"
"1680",212,12,1,"DV","Answer3"
"1681",213,9,1,"DV","Answer3"
"1682",213,16,1,"DV","Answer3"
"1683",213,14,1,"DV","Answer3"
"1684",213,17,1,"DV","Answer3"
"1685",213,13,1,"DV","Answer3"
"1686",213,2,1,"DV","Answer3"
"1687",213,19,0,"DV","Answer2"
"1688",213,5,1,"DV","Answer3"
"1689",213,11,1,"DV","Answer3"
"1690",213,15,1,"DV","Answer3"
"1691",213,6,1,"DV","Answer3"
"1692",213,20,1,"DV","Answer3"
"1693",213,1,1,"DV","Answer4"
"1694",213,10,1,"DV","Answer2"
"1695",213,7,1,"DV","Answer2"
"1696",213,18,1,"DV","Answer3"
"1697",213,3,1,"DV","Answer4"
"1698",213,4,1,"DV","Answer2"
"1699",213,8,1,"DV","Answer2"
"1700",213,12,0,"DV","Answer4"
"1701",214,9,1,"DV","Answer3"
"1702",214,16,0,"DV","Answer1"
"1703",214,14,1,"DV","Answer3"
"1704",214,17,1,"DV","Answer3"
"1705",214,13,1,"DV","Answer3"
"1706",214,2,1,"DV","Answer3"
"1707",214,19,1,"DV","Answer3"
"1708",214,5,1,"DV","Answer3"
"1709",214,11,1,"DV","Answer3"
"1710",214,15,1,"DV","Answer3"
"1711",214,6,1,"DV","Answer3"
"1712",214,20,1,"DV","Answer3"
"1713",214,1,0,"DV","Answer1"
"1714",214,10,1,"DV","Answer2"
"1715",214,7,1,"DV","Answer2"
"1716",214,18,1,"DV","Answer3"
"1717",214,3,1,"DV","Answer4"
"1718",214,4,1,"DV","Answer2"
"1719",214,8,1,"DV","Answer2"
"1720",214,12,1,"DV","Answer3"
"1721",217,9,1,"DV","Answer3"
"1722",217,16,0,"DV","Answer1"
"1723",217,14,1,"DV","Answer3"
"1724",217,17,1,"DV","Answer3"
"1725",217,13,1,"DV","Answer3"
"1726",217,2,0,"DV","Answer1"
"1727",217,19,1,"DV","Answer3"
"1728",217,5,1,"DV","Answer3"
"1729",217,11,1,"DV","Answer3"
"1730",217,15,1,"DV","Answer3"
"1731",217,6,1,"DV","Answer3"
"1732",217,20,1,"DV","Answer3"
"1733",217,1,0,"DV","Answer1"
"1734",217,10,1,"DV","Answer2"
"1735",217,7,1,"DV","Answer2"
"1736",217,18,1,"DV","Answer3"
"1737",217,3,1,"DV","Answer4"
"1738",217,4,1,"DV","Answer2"
"1739",217,8,1,"DV","Answer2"
"1740",217,12,0,"DV","Answer1"
"1741",218,9,1,"DV","Answer3"
"1742",218,16,0,"DV","Answer1"
"1743",218,14,0,"DV","Answer1"
"1744",218,17,1,"DV","Answer3"
"1745",218,13,1,"DV","Answer3"
"1746",218,2,1,"DV","Answer3"
"1747",218,19,1,"DV","Answer3"
"1748",218,5,1,"DV","Answer3"
"1749",218,11,1,"DV","Answer3"
"1750",218,15,1,"DV","Answer3"
"1751",218,6,1,"DV","Answer3"
"1752",218,20,1,"DV","Answer3"
"1753",218,1,1,"DV","Answer4"
"1754",218,10,1,"DV","Answer2"
"1755",218,7,1,"DV","Answer2"
"1756",218,18,1,"DV","Answer3"
"1757",218,3,1,"DV","Answer4"
"1758",218,4,1,"DV","Answer2"
"1759",218,8,1,"DV","Answer2"
"1760",218,12,1,"DV","Answer3"
"1761",219,9,1,"DV","Answer3"
"1762",219,16,0,"DV","Answer1"
"1763",219,14,1,"DV","Answer3"
"1764",219,17,1,"DV","Answer3"
"1765",219,13,1,"DV","Answer3"
"1766",219,2,1,"DV","Answer3"
"1767",219,19,1,"DV","Answer3"
"1768",219,5,1,"DV","Answer3"
"1769",219,11,1,"DV","Answer3"
"1770",219,15,1,"DV","Answer3"
"1771",219,6,1,"DV","Answer3"
"1772",219,20,1,"DV","Answer3"
"1773",219,1,1,"DV","Answer4"
"1774",219,10,1,"DV","Answer2"
"1775",219,7,1,"DV","Answer2"
"1776",219,18,1,"DV","Answer3"
"1777",219,3,1,"DV","Answer4"
"1778",219,4,1,"DV","Answer2"
"1779",219,8,1,"DV","Answer2"
"1780",219,12,1,"DV","Answer3"
"1781",22,9,1,"DV","Answer3"
"1782",22,16,1,"DV","Answer3"
"1783",22,14,1,"DV","Answer3"
"1784",22,17,1,"DV","Answer3"
"1785",22,13,1,"DV","Answer3"
"1786",22,2,1,"DV","Answer3"
"1787",22,19,1,"DV","Answer3"
"1788",22,5,1,"DV","Answer3"
"1789",22,11,1,"DV","Answer3"
"1790",22,15,1,"DV","Answer3"
"1791",22,6,1,"DV","Answer3"
"1792",22,20,1,"DV","Answer3"
"1793",22,1,1,"DV","Answer4"
"1794",22,10,1,"DV","Answer2"
"1795",22,7,1,"DV","Answer2"
"1796",22,18,1,"DV","Answer3"
"1797",22,3,1,"DV","Answer4"
"1798",22,4,1,"DV","Answer2"
"1799",22,8,1,"DV","Answer2"
"1800",22,12,1,"DV","Answer3"
"1801",220,9,1,"DV","Answer3"
"1802",220,16,0,"DV","Answer1"
"1803",220,14,0,"DV","Answer2"
"1804",220,17,1,"DV","Answer3"
"1805",220,13,1,"DV","Answer3"
"1806",220,2,0,"DV","Answer1"
"1807",220,19,0,"DV","Answer1"
"1808",220,5,1,"DV","Answer3"
"1809",220,11,1,"DV","Answer3"
"1810",220,15,0,"DV","Answer1"
"1811",220,6,1,"DV","Answer3"
"1812",220,20,0,"DV","Answer1"
"1813",220,1,0,"DV","Answer3"
"1814",220,10,1,"DV","Answer2"
"1815",220,7,1,"DV","Answer2"
"1816",220,18,0,"DV","Answer1"
"1817",220,3,1,"DV","Answer4"
"1818",220,4,1,"DV","Answer2"
"1819",220,8,1,"DV","Answer2"
"1820",220,12,0,"DV","Answer1"
"1821",221,9,1,"DV","Answer3"
"1822",221,16,1,"DV","Answer3"
"1823",221,14,1,"DV","Answer3"
"1824",221,17,1,"DV","Answer3"
"1825",221,13,1,"DV","Answer3"
"1826",221,2,0,"DV","Answer1"
"1827",221,19,1,"DV","Answer3"
"1828",221,5,1,"DV","Answer3"
"1829",221,11,1,"DV","Answer3"
"1830",221,15,1,"DV","Answer3"
"1831",221,6,1,"DV","Answer3"
"1832",221,20,1,"DV","Answer3"
"1833",221,1,1,"DV","Answer4"
"1834",221,10,1,"DV","Answer2"
"1835",221,7,1,"DV","Answer2"
"1836",221,18,1,"DV","Answer3"
"1837",221,3,1,"DV","Answer4"
"1838",221,4,1,"DV","Answer2"
"1839",221,8,1,"DV","Answer2"
"1840",221,12,0,"DV","Answer1"
"1841",222,9,1,"DV","Answer3"
"1842",222,16,0,"DV","Answer1"
"1843",222,14,1,"DV","Answer3"
"1844",222,17,1,"DV","Answer3"
"1845",222,13,1,"DV","Answer3"
"1846",222,2,1,"DV","Answer3"
"1847",222,19,1,"DV","Answer3"
"1848",222,5,1,"DV","Answer3"
"1849",222,11,1,"DV","Answer3"
"1850",222,15,1,"DV","Answer3"
"1851",222,6,1,"DV","Answer3"
"1852",222,20,1,"DV","Answer3"
"1853",222,1,1,"DV","Answer4"
"1854",222,10,1,"DV","Answer2"
"1855",222,7,1,"DV","Answer2"
"1856",222,18,1,"DV","Answer3"
"1857",222,3,1,"DV","Answer4"
"1858",222,4,1,"DV","Answer2"
"1859",222,8,1,"DV","Answer2"
"1860",222,12,0,"DV","Answer1"
"1861",223,9,1,"DV","Answer3"
"1862",223,16,0,"DV","Answer1"
"1863",223,14,1,"DV","Answer3"
"1864",223,17,1,"DV","Answer3"
"1865",223,13,1,"DV","Answer3"
"1866",223,2,0,"DV","Answer1"
"1867",223,19,1,"DV","Answer3"
"1868",223,5,1,"DV","Answer3"
"1869",223,11,1,"DV","Answer3"
"1870",223,15,1,"DV","Answer3"
"1871",223,6,1,"DV","Answer3"
"1872",223,20,1,"DV","Answer3"
"1873",223,1,1,"DV","Answer4"
"1874",223,10,1,"DV","Answer2"
"1875",223,7,1,"DV","Answer2"
"1876",223,18,1,"DV","Answer3"
"1877",223,3,1,"DV","Answer4"
"1878",223,4,1,"DV","Answer2"
"1879",223,8,1,"DV","Answer2"
"1880",223,12,1,"DV","Answer3"
"1881",224,9,1,"DV","Answer3"
"1882",224,16,0,"DV","Answer1"
"1883",224,14,1,"DV","Answer3"
"1884",224,17,1,"DV","Answer3"
"1885",224,13,1,"DV","Answer3"
"1886",224,2,1,"DV","Answer3"
"1887",224,19,1,"DV","Answer3"
"1888",224,5,1,"DV","Answer3"
"1889",224,11,1,"DV","Answer3"
"1890",224,15,1,"DV","Answer3"
"1891",224,6,1,"DV","Answer3"
"1892",224,20,1,"DV","Answer3"
"1893",224,1,1,"DV","Answer4"
"1894",224,10,1,"DV","Answer2"
"1895",224,7,1,"DV","Answer2"
"1896",224,18,1,"DV","Answer3"
"1897",224,3,1,"DV","Answer4"
"1898",224,4,1,"DV","Answer2"
"1899",224,8,1,"DV","Answer2"
"1900",224,12,1,"DV","Answer3"
"1901",225,9,1,"DV","Answer3"
"1902",225,16,1,"DV","Answer3"
"1903",225,14,1,"DV","Answer3"
"1904",225,17,1,"DV","Answer3"
"1905",225,13,1,"DV","Answer3"
"1906",225,2,1,"DV","Answer3"
"1907",225,19,1,"DV","Answer3"
"1908",225,5,1,"DV","Answer3"
"1909",225,11,1,"DV","Answer3"
"1910",225,15,1,"DV","Answer3"
"1911",225,6,1,"DV","Answer3"
"1912",225,20,1,"DV","Answer3"
"1913",225,1,1,"DV","Answer4"
"1914",225,10,1,"DV","Answer2"
"1915",225,7,1,"DV","Answer2"
"1916",225,18,1,"DV","Answer3"
"1917",225,3,1,"DV","Answer4"
"1918",225,4,1,"DV","Answer2"
"1919",225,8,1,"DV","Answer2"
"1920",225,12,1,"DV","Answer3"
"1921",226,9,1,"DV","Answer3"
"1922",226,16,0,"DV","Answer1"
"1923",226,14,1,"DV","Answer3"
"1924",226,17,1,"DV","Answer3"
"1925",226,13,1,"DV","Answer3"
"1926",226,2,1,"DV","Answer3"
"1927",226,19,1,"DV","Answer3"
"1928",226,5,1,"DV","Answer3"
"1929",226,11,1,"DV","Answer3"
"1930",226,15,1,"DV","Answer3"
"1931",226,6,1,"DV","Answer3"
"1932",226,20,1,"DV","Answer3"
"1933",226,1,1,"DV","Answer4"
"1934",226,10,1,"DV","Answer2"
"1935",226,7,1,"DV","Answer2"
"1936",226,18,1,"DV","Answer3"
"1937",226,3,1,"DV","Answer4"
"1938",226,4,1,"DV","Answer2"
"1939",226,8,1,"DV","Answer2"
"1940",226,12,1,"DV","Answer3"
"1941",227,9,1,"DV","Answer3"
"1942",227,16,1,"DV","Answer3"
"1943",227,14,0,"DV","Answer1"
"1944",227,17,1,"DV","Answer3"
"1945",227,13,1,"DV","Answer3"
"1946",227,2,1,"DV","Answer3"
"1947",227,19,1,"DV","Answer3"
"1948",227,5,1,"DV","Answer3"
"1949",227,11,1,"DV","Answer3"
"1950",227,15,1,"DV","Answer3"
"1951",227,6,1,"DV","Answer3"
"1952",227,20,1,"DV","Answer3"
"1953",227,1,1,"DV","Answer4"
"1954",227,10,1,"DV","Answer2"
"1955",227,7,1,"DV","Answer2"
"1956",227,18,1,"DV","Answer3"
"1957",227,3,1,"DV","Answer4"
"1958",227,4,1,"DV","Answer2"
"1959",227,8,1,"DV","Answer2"
"1960",227,12,1,"DV","Answer3"
"1961",228,9,1,"DV","Answer3"
"1962",228,16,0,"DV","Answer1"
"1963",228,14,1,"DV","Answer3"
"1964",228,17,1,"DV","Answer3"
"1965",228,13,1,"DV","Answer3"
"1966",228,2,1,"DV","Answer3"
"1967",228,19,1,"DV","Answer3"
"1968",228,5,1,"DV","Answer3"
"1969",228,11,1,"DV","Answer3"
"1970",228,15,0,"DV","Answer1"
"1971",228,6,1,"DV","Answer3"
"1972",228,20,1,"DV","Answer3"
"1973",228,1,1,"DV","Answer4"
"1974",228,10,1,"DV","Answer2"
"1975",228,7,1,"DV","Answer2"
"1976",228,18,1,"DV","Answer3"
"1977",228,3,1,"DV","Answer4"
"1978",228,4,1,"DV","Answer2"
"1979",228,8,1,"DV","Answer2"
"1980",228,12,1,"DV","Answer3"
"1981",229,9,1,"DV","Answer3"
"1982",229,16,0,"DV","Answer1"
"1983",229,14,1,"DV","Answer3"
"1984",229,17,1,"DV","Answer3"
"1985",229,13,1,"DV","Answer3"
"1986",229,2,1,"DV","Answer3"
"1987",229,19,1,"DV","Answer3"
"1988",229,5,1,"DV","Answer3"
"1989",229,11,1,"DV","Answer3"
"1990",229,15,1,"DV","Answer3"
"1991",229,6,1,"DV","Answer3"
"1992",229,20,1,"DV","Answer3"
"1993",229,1,1,"DV","Answer4"
"1994",229,10,1,"DV","Answer2"
"1995",229,7,1,"DV","Answer2"
"1996",229,18,1,"DV","Answer3"
"1997",229,3,1,"DV","Answer4"
"1998",229,4,1,"DV","Answer2"
"1999",229,8,1,"DV","Answer2"
"2000",229,12,1,"DV","Answer3"
"2001",23,9,1,"DV","Answer3"
"2002",23,16,0,"DV","Answer1"
"2003",23,14,1,"DV","Answer3"
"2004",23,17,0,"DV","Answer1"
"2005",23,13,1,"DV","Answer3"
"2006",23,2,0,"DV","Answer1"
"2007",23,19,0,"DV","Answer1"
"2008",23,5,1,"DV","Answer3"
"2009",23,11,0,"DV","Answer4"
"2010",23,15,1,"DV","Answer3"
"2011",23,6,1,"DV","Answer3"
"2012",23,20,0,"DV","Answer1"
"2013",23,1,0,"DV","Answer3"
"2014",23,10,1,"DV","Answer2"
"2015",23,7,1,"DV","Answer2"
"2016",23,18,1,"DV","Answer3"
"2017",23,3,1,"DV","Answer4"
"2018",23,4,1,"DV","Answer2"
"2019",23,8,1,"DV","Answer2"
"2020",23,12,0,"DV","Answer1"
"2021",230,9,1,"DV","Answer3"
"2022",230,16,0,"DV","Answer4"
"2023",230,14,0,"DV","Answer1"
"2024",230,17,1,"DV","Answer3"
"2025",230,13,1,"DV","Answer3"
"2026",230,2,0,"DV","Answer1"
"2027",230,19,1,"DV","Answer3"
"2028",230,5,1,"DV","Answer3"
"2029",230,11,0,"DV","Answer4"
"2030",230,15,1,"DV","Answer3"
"2031",230,6,1,"DV","Answer3"
"2032",230,20,1,"DV","Answer3"
"2033",230,1,1,"DV","Answer4"
"2034",230,10,1,"DV","Answer2"
"2035",230,7,1,"DV","Answer2"
"2036",230,18,1,"DV","Answer3"
"2037",230,3,1,"DV","Answer4"
"2038",230,4,1,"DV","Answer2"
"2039",230,8,1,"DV","Answer2"
"2040",230,12,0,"DV","Answer1"
"2041",231,9,1,"DV","Answer3"
"2042",231,16,1,"DV","Answer3"
"2043",231,14,1,"DV","Answer3"
"2044",231,17,1,"DV","Answer3"
"2045",231,13,1,"DV","Answer3"
"2046",231,2,0,"DV","Answer1"
"2047",231,19,1,"DV","Answer3"
"2048",231,5,1,"DV","Answer3"
"2049",231,11,1,"DV","Answer3"
"2050",231,15,1,"DV","Answer3"
"2051",231,6,1,"DV","Answer3"
"2052",231,20,1,"DV","Answer3"
"2053",231,1,1,"DV","Answer4"
"2054",231,10,1,"DV","Answer2"
"2055",231,7,1,"DV","Answer2"
"2056",231,18,1,"DV","Answer3"
"2057",231,3,1,"DV","Answer4"
"2058",231,4,1,"DV","Answer2"
"2059",231,8,1,"DV","Answer2"
"2060",231,12,0,"DV","Answer1"
"2061",232,9,1,"DV","Answer3"
"2062",232,16,0,"DV","Answer1"
"2063",232,14,0,"DV","Answer1"
"2064",232,17,1,"DV","Answer3"
"2065",232,13,1,"DV","Answer3"
"2066",232,2,1,"DV","Answer3"
"2067",232,19,1,"DV","Answer3"
"2068",232,5,1,"DV","Answer3"
"2069",232,11,1,"DV","Answer3"
"2070",232,15,1,"DV","Answer3"
"2071",232,6,1,"DV","Answer3"
"2072",232,20,1,"DV","Answer3"
"2073",232,1,1,"DV","Answer4"
"2074",232,10,1,"DV","Answer2"
"2075",232,7,1,"DV","Answer2"
"2076",232,18,1,"DV","Answer3"
"2077",232,3,1,"DV","Answer4"
"2078",232,4,1,"DV","Answer2"
"2079",232,8,1,"DV","Answer2"
"2080",232,12,0,"DV","Answer1"
"2081",233,9,1,"DV","Answer3"
"2082",233,16,1,"DV","Answer3"
"2083",233,14,1,"DV","Answer3"
"2084",233,17,1,"DV","Answer3"
"2085",233,13,1,"DV","Answer3"
"2086",233,2,1,"DV","Answer3"
"2087",233,19,0,"DV","Answer4"
"2088",233,5,1,"DV","Answer3"
"2089",233,11,1,"DV","Answer3"
"2090",233,15,0,"DV","Answer1"
"2091",233,6,1,"DV","Answer3"
"2092",233,20,1,"DV","Answer3"
"2093",233,1,1,"DV","Answer4"
"2094",233,10,1,"DV","Answer2"
"2095",233,7,1,"DV","Answer2"
"2096",233,18,1,"DV","Answer3"
"2097",233,3,1,"DV","Answer4"
"2098",233,4,1,"DV","Answer2"
"2099",233,8,1,"DV","Answer2"
"2100",233,12,1,"DV","Answer3"
"2101",234,9,1,"DV","Answer3"
"2102",234,16,0,"DV","Answer1"
"2103",234,14,1,"DV","Answer3"
"2104",234,17,1,"DV","Answer3"
"2105",234,13,1,"DV","Answer3"
"2106",234,2,0,"DV","Answer1"
"2107",234,19,1,"DV","Answer3"
"2108",234,5,1,"DV","Answer3"
"2109",234,11,1,"DV","Answer3"
"2110",234,15,0,"DV","Answer1"
"2111",234,6,1,"DV","Answer3"
"2112",234,20,0,"DV","Answer1"
"2113",234,1,1,"DV","Answer4"
"2114",234,10,1,"DV","Answer2"
"2115",234,7,1,"DV","Answer2"
"2116",234,18,1,"DV","Answer3"
"2117",234,3,1,"DV","Answer4"
"2118",234,4,1,"DV","Answer2"
"2119",234,8,1,"DV","Answer2"
"2120",234,12,0,"DV","Answer1"
"2121",235,9,1,"DV","Answer3"
"2122",235,16,1,"DV","Answer3"
"2123",235,14,1,"DV","Answer3"
"2124",235,17,1,"DV","Answer3"
"2125",235,13,1,"DV","Answer3"
"2126",235,2,1,"DV","Answer3"
"2127",235,19,1,"DV","Answer3"
"2128",235,5,1,"DV","Answer3"
"2129",235,11,1,"DV","Answer3"
"2130",235,15,1,"DV","Answer3"
"2131",235,6,1,"DV","Answer3"
"2132",235,20,1,"DV","Answer3"
"2133",235,1,1,"DV","Answer4"
"2134",235,10,1,"DV","Answer2"
"2135",235,7,1,"DV","Answer2"
"2136",235,18,1,"DV","Answer3"
"2137",235,3,1,"DV","Answer4"
"2138",235,4,1,"DV","Answer2"
"2139",235,8,1,"DV","Answer2"
"2140",235,12,1,"DV","Answer3"
"2141",237,9,0,"DV","Answer1"
"2142",237,16,0,"DV","Answer1"
"2143",237,14,1,"DV","Answer3"
"2144",237,17,1,"DV","Answer3"
"2145",237,13,1,"DV","Answer3"
"2146",237,2,1,"DV","Answer3"
"2147",237,19,1,"DV","Answer3"
"2148",237,5,1,"DV","Answer3"
"2149",237,11,1,"DV","Answer3"
"2150",237,15,1,"DV","Answer3"
"2151",237,6,1,"DV","Answer3"
"2152",237,20,1,"DV","Answer3"
"2153",237,1,1,"DV","Answer4"
"2154",237,10,1,"DV","Answer2"
"2155",237,7,1,"DV","Answer2"
"2156",237,18,1,"DV","Answer3"
"2157",237,3,1,"DV","Answer4"
"2158",237,4,1,"DV","Answer2"
"2159",237,8,1,"DV","Answer2"
"2160",237,12,1,"DV","Answer3"
"2161",238,9,1,"DV","Answer3"
"2162",238,16,0,"DV","Answer1"
"2163",238,14,0,"DV","Answer1"
"2164",238,17,1,"DV","Answer3"
"2165",238,13,1,"DV","Answer3"
"2166",238,2,0,"DV","Answer1"
"2167",238,19,0,"DV","Answer4"
"2168",238,5,1,"DV","Answer3"
"2169",238,11,0,"DV","Answer4"
"2170",238,15,1,"DV","Answer3"
"2171",238,6,0,"DV","Answer2"
"2172",238,20,0,"DV","Answer1"
"2173",238,1,1,"DV","Answer4"
"2174",238,10,0,"DV","Answer1"
"2175",238,7,1,"DV","Answer2"
"2176",238,18,1,"DV","Answer3"
"2177",238,3,1,"DV","Answer4"
"2178",238,4,1,"DV","Answer2"
"2179",238,8,1,"DV","Answer2"
"2180",238,12,0,"DV","Answer1"
"2181",24,9,1,"DV","Answer3"
"2182",24,16,1,"DV","Answer3"
"2183",24,14,1,"DV","Answer3"
"2184",24,17,1,"DV","Answer3"
"2185",24,13,1,"DV","Answer3"
"2186",24,2,1,"DV","Answer3"
"2187",24,19,1,"DV","Answer3"
"2188",24,5,1,"DV","Answer3"
"2189",24,11,0,"DV","Answer4"
"2190",24,15,1,"DV","Answer3"
"2191",24,6,0,"DV","Answer2"
"2192",24,20,1,"DV","Answer3"
"2193",24,1,1,"DV","Answer4"
"2194",24,10,1,"DV","Answer2"
"2195",24,7,1,"DV","Answer2"
"2196",24,18,1,"DV","Answer3"
"2197",24,3,1,"DV","Answer4"
"2198",24,4,1,"DV","Answer2"
"2199",24,8,1,"DV","Answer2"
"2200",24,12,1,"DV","Answer3"
"2201",241,9,1,"DV","Answer3"
"2202",241,16,1,"DV","Answer3"
"2203",241,14,0,"DV","Answer1"
"2204",241,17,1,"DV","Answer3"
"2205",241,13,1,"DV","Answer3"
"2206",241,2,1,"DV","Answer3"
"2207",241,19,0,"DV","Answer1"
"2208",241,5,1,"DV","Answer3"
"2209",241,11,1,"DV","Answer3"
"2210",241,15,1,"DV","Answer3"
"2211",241,6,1,"DV","Answer3"
"2212",241,20,1,"DV","Answer3"
"2213",241,1,1,"DV","Answer4"
"2214",241,10,1,"DV","Answer2"
"2215",241,7,1,"DV","Answer2"
"2216",241,18,1,"DV","Answer3"
"2217",241,3,1,"DV","Answer4"
"2218",241,4,1,"DV","Answer2"
"2219",241,8,1,"DV","Answer2"
"2220",241,12,1,"DV","Answer3"
"2221",242,9,1,"DV","Answer3"
"2222",242,16,1,"DV","Answer3"
"2223",242,14,0,"DV","Answer2"
"2224",242,17,1,"DV","Answer3"
"2225",242,13,0,"DV","Answer2"
"2226",242,2,0,"DV","Answer4"
"2227",242,19,0,"DV","Answer2"
"2228",242,5,1,"DV","Answer3"
"2229",242,11,1,"DV","Answer3"
"2230",242,15,0,"DV","Answer1"
"2231",242,6,0,"DV","Answer4"
"2232",242,20,0,"DV","Answer1"
"2233",242,1,0,"DV","Answer1"
"2234",242,10,1,"DV","Answer2"
"2235",242,7,0,"DV","Answer1"
"2236",242,18,1,"DV","Answer3"
"2237",242,3,1,"DV","Answer4"
"2238",242,4,1,"DV","Answer2"
"2239",242,8,0,"DV","Answer4"
"2240",242,12,0,"DV","Answer1"
"2241",244,9,1,"DV","Answer3"
"2242",244,16,0,"DV","Answer1"
"2243",244,14,1,"DV","Answer3"
"2244",244,17,1,"DV","Answer3"
"2245",244,13,1,"DV","Answer3"
"2246",244,2,1,"DV","Answer3"
"2247",244,19,1,"DV","Answer3"
"2248",244,5,1,"DV","Answer3"
"2249",244,11,1,"DV","Answer3"
"2250",244,15,1,"DV","Answer3"
"2251",244,6,1,"DV","Answer3"
"2252",244,20,1,"DV","Answer3"
"2253",244,1,1,"DV","Answer4"
"2254",244,10,1,"DV","Answer2"
"2255",244,7,1,"DV","Answer2"
"2256",244,18,1,"DV","Answer3"
"2257",244,3,1,"DV","Answer4"
"2258",244,4,1,"DV","Answer2"
"2259",244,8,1,"DV","Answer2"
"2260",244,12,0,"DV","Answer1"
"2261",246,9,1,"DV","Answer3"
"2262",246,16,1,"DV","Answer3"
"2263",246,14,1,"DV","Answer3"
"2264",246,17,1,"DV","Answer3"
"2265",246,13,1,"DV","Answer3"
"2266",246,2,0,"DV","Answer1"
"2267",246,19,1,"DV","Answer3"
"2268",246,5,1,"DV","Answer3"
"2269",246,11,1,"DV","Answer3"
"2270",246,15,1,"DV","Answer3"
"2271",246,6,1,"DV","Answer3"
"2272",246,20,1,"DV","Answer3"
"2273",246,1,1,"DV","Answer4"
"2274",246,10,1,"DV","Answer2"
"2275",246,7,1,"DV","Answer2"
"2276",246,18,1,"DV","Answer3"
"2277",246,3,1,"DV","Answer4"
"2278",246,4,0,"DV","Answer1"
"2279",246,8,1,"DV","Answer2"
"2280",246,12,1,"DV","Answer3"
"2281",247,9,1,"DV","Answer3"
"2282",247,16,0,"DV","Answer1"
"2283",247,14,1,"DV","Answer3"
"2284",247,17,1,"DV","Answer3"
"2285",247,13,1,"DV","Answer3"
"2286",247,2,1,"DV","Answer3"
"2287",247,19,1,"DV","Answer3"
"2288",247,5,1,"DV","Answer3"
"2289",247,11,1,"DV","Answer3"
"2290",247,15,1,"DV","Answer3"
"2291",247,6,1,"DV","Answer3"
"2292",247,20,1,"DV","Answer3"
"2293",247,1,0,"DV","Answer1"
"2294",247,10,1,"DV","Answer2"
"2295",247,7,1,"DV","Answer2"
"2296",247,18,1,"DV","Answer3"
"2297",247,3,1,"DV","Answer4"
"2298",247,4,1,"DV","Answer2"
"2299",247,8,1,"DV","Answer2"
"2300",247,12,1,"DV","Answer3"
"2301",248,9,1,"DV","Answer3"
"2302",248,16,1,"DV","Answer3"
"2303",248,14,1,"DV","Answer3"
"2304",248,17,1,"DV","Answer3"
"2305",248,13,1,"DV","Answer3"
"2306",248,2,1,"DV","Answer3"
"2307",248,19,1,"DV","Answer3"
"2308",248,5,1,"DV","Answer3"
"2309",248,11,1,"DV","Answer3"
"2310",248,15,1,"DV","Answer3"
"2311",248,6,1,"DV","Answer3"
"2312",248,20,1,"DV","Answer3"
"2313",248,1,1,"DV","Answer4"
"2314",248,10,1,"DV","Answer2"
"2315",248,7,1,"DV","Answer2"
"2316",248,18,1,"DV","Answer3"
"2317",248,3,1,"DV","Answer4"
"2318",248,4,1,"DV","Answer2"
"2319",248,8,1,"DV","Answer2"
"2320",248,12,1,"DV","Answer3"
"2321",249,9,1,"DV","Answer3"
"2322",249,16,0,"DV","Answer2"
"2323",249,14,1,"DV","Answer3"
"2324",249,17,1,"DV","Answer3"
"2325",249,13,1,"DV","Answer3"
"2326",249,2,1,"DV","Answer3"
"2327",249,19,1,"DV","Answer3"
"2328",249,5,1,"DV","Answer3"
"2329",249,11,1,"DV","Answer3"
"2330",249,15,1,"DV","Answer3"
"2331",249,6,1,"DV","Answer3"
"2332",249,20,1,"DV","Answer3"
"2333",249,1,1,"DV","Answer4"
"2334",249,10,1,"DV","Answer2"
"2335",249,7,1,"DV","Answer2"
"2336",249,18,1,"DV","Answer3"
"2337",249,3,1,"DV","Answer4"
"2338",249,4,1,"DV","Answer2"
"2339",249,8,1,"DV","Answer2"
"2340",249,12,1,"DV","Answer3"
"2341",25,9,1,"DV","Answer3"
"2342",25,16,0,"DV","Answer1"
"2343",25,14,1,"DV","Answer3"
"2344",25,17,1,"DV","Answer3"
"2345",25,13,1,"DV","Answer3"
"2346",25,2,1,"DV","Answer3"
"2347",25,19,1,"DV","Answer3"
"2348",25,5,1,"DV","Answer3"
"2349",25,11,1,"DV","Answer3"
"2350",25,15,1,"DV","Answer3"
"2351",25,6,1,"DV","Answer3"
"2352",25,20,1,"DV","Answer3"
"2353",25,1,1,"DV","Answer4"
"2354",25,10,1,"DV","Answer2"
"2355",25,7,1,"DV","Answer2"
"2356",25,18,1,"DV","Answer3"
"2357",25,3,1,"DV","Answer4"
"2358",25,4,1,"DV","Answer2"
"2359",25,8,1,"DV","Answer2"
"2360",25,12,0,"DV","Answer1"
"2361",250,9,1,"DV","Answer3"
"2362",250,16,0,"DV","Answer4"
